pheno,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
110.917,-90.4331905563913,-10.6968782848944,59.9515058351151,-3.79758501535637,2.62712555834965,-0.109827972706732,1.41747846689015,-0.490017978788844,0.944942204162864,3.1668098624584
143.5,138.78719023354,64.2449223466863,15.984770021366,0.641920094516864,-11.2194823111807,-37.4936867400881,20.0041565032048,3.86667336238189,-2.19095211540551,2.43964434788033
128.083,113.329268880514,-65.4028165383149,-13.0040675106306,-18.1200285801719,-2.75044621982626,-29.2591720148304,-52.120204940892,17.5248820567282,44.3414468901635,0.710543903695402
153.75,-8.12720746571354,-23.7121564901187,-8.91834858198079,123.338564068529,3.20892328104116,-2.62518228799814,-5.90571853334174,14.3727401339045,-4.02025582057886,-1.99733290772112
148.333,106.974703154163,-63.3638996236281,-12.7766481578938,-18.4360613633929,-0.651823436396472,-32.6662775001046,-57.3435192677439,17.0697533244842,47.7895264769749,2.44967956054804
119.6,-52.2947910305102,8.9576752698064,-53.0234459780597,-2.089620310765,-4.07408131043935,-2.72058978091763,-4.13102648562904,-1.87788411044496,1.42489182805252,-9.84667944251953
147.417,-61.9079202693789,10.5204825430255,-52.9370796151506,1.28340346868302,-16.4817364248644,1.29724415064919,-5.66329016584015,-9.46981996353234,0.914604558006239,-0.295533056928329
128.875,-78.1380843387413,-9.4845559134387,36.379977630407,7.47723695893242,0.146586859419354,-1.47451587425962,-1.02734855829171,-11.8095509092638,5.65526976213573,15.962686961458
83,-92.3637138254919,-9.40097039315661,64.7121740893889,-6.36468773941632,0.435079515807082,-0.879968203076401,0.663767688908299,12.362085600592,-4.78204069093263,-20.9955708061316
135.167,114.596477099788,-92.6871147741343,-10.1228129364649,-5.69331430606463,-4.17066924559887,2.20633622047932,6.2811817888983,-6.18310422307973,-4.15191266499874,0.561980824422629
117.889,-62.7235139729375,10.5203227979954,-54.6843614465097,-4.20025549743104,9.93094525142753,-8.69544718080483,-2.07464584995378,-18.9596030997633,3.21029520623334,-14.5668232348485
161.833,-1.74184384280393,-30.1716341286358,-7.88233067741566,126.055849762185,2.35297093231898,-2.73521549308821,-5.52784801368127,16.8825543002701,-1.57018182322297,-1.81383612503586
88,124.471371187285,59.6701133173609,20.9850960794518,-1.87659938979658,9.16065830934944,30.829973268861,-27.2618356180422,1.36587144616591,-18.2764383946477,9.49108409662534
132,116.58652935485,-83.322362745331,-5.68474268251633,-2.77711422979406,0.470908805977323,22.4087759321044,45.4476638694823,-16.1425621259608,-38.375090015865,1.22973664146867
130.5,-82.3125410338739,4.74391819469931,-7.29650522791655,-16.0498122779392,-29.778457325151,11.5945950964769,0.191185519998035,37.2073842731531,-9.024603075562,5.3917026188868
120.667,-65.2004757211525,12.3454911195823,-59.3829570934164,-3.80656243215646,18.3657534375589,-9.98797761460214,2.79596042757951,-10.8809120121594,1.18008547609516,-6.39600587632754
112.444,-64.7880927168334,13.6207908847434,-60.0123459918967,-8.00014730344255,-20.2690517558535,6.23399903902431,0.0432436694127143,5.22904930832067,1.68164928587917,1.72738977038696
132.833,-69.314564608352,15.0444411523981,-65.3546987202069,-5.66655697243413,-39.6435160002478,12.2848877443522,-2.6960640136854,21.8218746541397,-3.38915063096714,11.0331687602355
132.125,-66.3110179664144,16.243459536121,-64.9721795703601,-4.84178832979184,-34.8787140660437,11.3098141789798,-2.62968719355762,19.6900705575804,-1.62951236712304,9.27175924395854
136.917,-69.3481833077293,15.017791349498,-65.2804242320494,-5.54358959323458,-39.6581321623153,12.2762621896301,-2.81724595885468,21.6051252400392,-3.41191724860295,10.8786169138693
96.3333,-64.3072702470765,13.1068872990287,-62.6475673999784,-11.1659796998197,-25.21485262642,4.16300048666859,0.31516721210265,-5.03720123948495,-4.2047850807707,-3.13308053497554
121.889,127.230894837048,53.4919520528352,15.0433090636893,1.22415717641619,-0.704744614525997,9.98584813865017,2.19054048676727,-3.6028311141581,10.2845644091467,-17.5263253916288
118.333,-93.6731885541791,-9.58443194577137,67.3670347363993,-7.76198906075686,1.16474872909492,-0.482503246291963,1.0245758962683,16.0526867535505,-5.43872786335445,-22.8825268554977
128.111,-90.040301520892,-9.10641844251105,54.7212521803081,-2.1933413623142,1.46041053851101,-2.62145899924476,1.16487709161296,2.0190988355362,-1.71272617936551,-12.2875385875519
126.25,122.211167681391,-97.9100645438535,-10.9445663498049,-10.3100663223849,-1.22287994085016,-9.11796111536222,-10.6523703027676,6.66758493383524,2.99835991730529,6.10178018203148
117.556,124.518279698889,33.089322008123,12.7955961503742,5.55026051620198,-0.513240389863446,37.2870418508114,10.0378527210854,-1.72875482613126,33.8262030173889,-13.5868928589256
105.5,132.964363905877,34.2061377667869,14.3942000959086,4.02827842168135,4.37757073105129,42.525015702504,18.7758407873123,-3.89069180274023,28.562882469091,-13.6507172039648
150.417,130.041021931639,-45.8440596368648,-0.466311330980209,-10.9732016804196,-0.21995496225022,-0.147236751286027,-5.22490776946145,-0.535865554049044,8.82575787040163,-0.819737479470633
114.75,-64.0032017522712,2.21543057044305,-10.9040868025133,10.3662597098694,1.14403259742131,-7.46484873012227,-7.33793139724665,-22.7348084704635,8.27663425894341,-8.88726105640625
136,124.834728819371,-84.8613902079719,-9.81972044546436,-14.1511986677053,-0.37321644123733,-19.3694747441546,-28.8888335465764,7.38347556158606,18.9806791627336,1.99547297341299
141.167,-15.0212300078667,-23.2668417735674,-8.46732550266171,120.576403234672,2.20647218274941,-5.78292066784597,-6.47338906777318,11.2763187713462,-1.05487157431867,-1.05936288916431
127.25,-68.7347090091563,14.8493409903649,-64.2185265079551,-7.96535206168232,-25.4650757372497,3.14068468611892,-1.34615119891117,-1.44235808477144,-1.61005499008871,-1.70018095690682
127.167,118.076146532408,-89.5724890367072,-8.74819332383743,-4.8732388511821,3.77654649104981,26.8326015829663,42.71294756947,-17.1526616633847,-46.0866207716505,-1.52857980814673
